index,Address,latitude,longitude,geometry
3876,"UNIT 212 -- 760 Kingsway, Vancouver, BC",49.2558497,-123.0887993,POINT (-123.0887993 49.2558497)
3877,"UNIT 320 -- 760 Kingsway, Vancouver, BC",49.2558497,-123.0887993,POINT (-123.0887993 49.2558497)
3878,"758 Boundary Rd, Burnaby, BC",49.2778999,-123.0233571,POINT (-123.0233571 49.2778999)
3879,"757 Windermere St, Vancouver, BC",49.2777573,-123.0365495,POINT (-123.0365495 49.2777573)
3880,"UNIT 201 -- 756 Great Northern Way, Vancouver, BC",49.2660942,-123.0882388,POINT (-123.0882388 49.2660942)
3881,"UNIT 308 -- 755 W 15th Ave, Vancouver, BC",49.2579581,-123.1213867,POINT (-123.1213867 49.2579581)
3882,"UNIT 117 -- 750 E 7th Ave, Vancouver, BC",49.2640533,-123.0883807,POINT (-123.0883807 49.2640533)
3883,"UNIT 319 -- 750 E 7th Ave, Vancouver, BC",49.2640533,-123.0883807,POINT (-123.0883807 49.2640533)
3884,"UNIT 113 -- 750 E 7th Ave, Vancouver, BC",49.2640533,-123.0883807,POINT (-123.0883807 49.2640533)
3885,"UNIT 119 -- 750 E 7th Ave, Vancouver, BC",49.2640533,-123.0883807,POINT (-123.0883807 49.2640533)
3886,"UNIT 121 -- 738 E 29th Ave, Vancouver, BC",49.2442932,-123.089483,POINT (-123.089483 49.2442932)
3887,"UNIT 124 -- 738 E 29th Ave, Vancouver, BC",49.2442932,-123.089483,POINT (-123.089483 49.2442932)
3888,"UNIT 701 -- 738 Broughton St, Vancouver, BC",49.2881856,-123.1288017,POINT (-123.1288017 49.2881856)
3889,"UNIT 601 -- 738 Broughton St, Vancouver, BC",49.2881856,-123.1288017,POINT (-123.1288017 49.2881856)
3890,"UNIT 304 -- 738 Broughton St, Vancouver, BC",49.2881856,-123.1288017,POINT (-123.1288017 49.2881856)
3891,"UNIT 1401 -- 738 Broughton St, Vancouver, BC",49.2881856,-123.1288017,POINT (-123.1288017 49.2881856)
3892,"UNIT 704 -- 738 Broughton St, Vancouver, BC",49.2881856,-123.1288017,POINT (-123.1288017 49.2881856)
3893,"UNIT 423 -- 738 E 29th Ave, Vancouver, BC",49.2442932,-123.089483,POINT (-123.089483 49.2442932)
3894,"UNIT 424 -- 738 E 29th Ave, Vancouver, BC",49.2442932,-123.089483,POINT (-123.089483 49.2442932)
3895,"729 Union St, Vancouver, BC",49.2775074,-123.0889102,POINT (-123.0889102 49.2775074)
3896,"UNIT 907 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3897,"UNIT 1303 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3898,"UNIT 1107 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3899,"UNIT 1208 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3900,"UNIT 1007 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3901,"UNIT 807 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3902,"UNIT 903 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3903,"UNIT 1303 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3904,"UNIT 1203 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3905,"UNIT 707 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3906,"UNIT 517 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3907,"UNIT 607 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3908,"UNIT 1207 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3909,"UNIT 1307 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3910,"UNIT 701 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3911,"UNIT 317 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3912,"UNIT 1804 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3913,"UNIT 403 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3914,"UNIT 601 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3915,"UNIT 1103 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3916,"UNIT 808 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3917,"UNIT 401 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3918,"UNIT 908 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3919,"UNIT 1101 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3920,"UNIT 515 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3921,"UNIT 416 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3922,"UNIT 316 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3923,"UNIT 603 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3924,"UNIT 708 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3925,"UNIT 501 -- 725 SE Marine Dr, Vancouver, BC",49.2115265,-123.0903151,POINT (-123.0903151 49.2115265)
3926,"724 Great Northern Way, Vancouver, BC",49.2665441,-123.0886008,POINT (-123.0886008 49.2665441)
3927,"Ormidale St, Vancouver, BC",49.2322376,-123.0248435,POINT (-123.0248435 49.2322376)
3928,"720 Boundary Rd, Burnaby, BC",49.2782138,-123.0230249,POINT (-123.0230249 49.2782138)
3929,"UNIT 26 -- 719 E 31st Ave, Vancouver, BC",49.242837,-123.0899314,POINT (-123.0899314 49.242837)
3930,"UNIT 603 -- 718 Main St, Vancouver, BC",49.2781924,-123.0993251,POINT (-123.0993251 49.2781924)
3931,"UNIT 506 -- 718 Main St, Vancouver, BC",49.2781924,-123.0993251,POINT (-123.0993251 49.2781924)
3932,"UNIT 210 -- 718 Main St, Vancouver, BC",49.2781924,-123.0993251,POINT (-123.0993251 49.2781924)
3933,"718 Boundary Rd, Burnaby, BC",49.2783221,-123.0230317,POINT (-123.0230317 49.2783221)
3934,"UNIT 1201 -- 717 Jervis St, Vancouver, BC",49.2878732,-123.12823,POINT (-123.12823 49.2878732)
3935,"UNIT 901 -- 717 Jervis St, Vancouver, BC",49.2878732,-123.12823,POINT (-123.12823 49.2878732)
3936,"UNIT 2001 -- 717 Jervis St, Vancouver, BC",49.2878732,-123.12823,POINT (-123.12823 49.2878732)
3937,"UNIT 1202 -- 717 Jervis St, Vancouver, BC",49.2878732,-123.12823,POINT (-123.12823 49.2878732)
3938,"UNIT 1102 -- 717 Jervis St, Vancouver, BC",49.2878732,-123.12823,POINT (-123.12823 49.2878732)
3939,"UNIT 1002 -- 717 Jervis St, Vancouver, BC",49.2878732,-123.12823,POINT (-123.12823 49.2878732)
3940,"714 Seymour St, Vancouver, BC",49.2816485,-123.1173376,POINT (-123.1173376 49.2816485)
3941,"UNIT 305 -- 711 E 6th Ave, Vancouver, BC",49.265546,-123.088287,POINT (-123.088287 49.265546)
3942,"UNIT 404 -- 710 Chilco St, Vancouver, BC",49.2933589,-123.1377464,POINT (-123.1377464 49.2933589)
3943,"710 Howe St, Vancouver, BC",49.2829788,-123.1193183,POINT (-123.1193183 49.2829788)
3944,"710 Keefer St, Vancouver, BC",49.2788182,-123.0884431,POINT (-123.0884431 49.2788182)
3945,"UNIT 212 -- 710 E 6th Ave, Vancouver, BC",49.2649633,-123.088722,POINT (-123.088722 49.2649633)
3946,"UNIT 214 -- 710 E 6th Ave, Vancouver, BC",49.2649633,-123.088722,POINT (-123.088722 49.2649633)
3947,"Melbourne St, Vancouver, BC",49.2336634,-123.0292578,POINT (-123.0292578 49.2336634)
3948,"Knight St, Vancouver, BC",49.235281,-123.0769749,POINT (-123.0769749 49.235281)
3949,"Marpole Ave, Vancouver, BC",49.2560877,-123.1399001,POINT (-123.1399001 49.2560877)
3950,"709 W Cordova St, Vancouver, BC",49.2860948,-123.1129304,POINT (-123.1129304 49.2860948)
3951,"709 E Cordova St, Vancouver, BC",49.2821176,-123.0889634,POINT (-123.0889634 49.2821176)
3952,"Crowley Dr, Vancouver, BC",49.2359458,-123.0290984,POINT (-123.0290984 49.2359458)
3953,"708 W Georgia St, Vancouver, BC",49.282504,-123.1182456,POINT (-123.1182456 49.282504)
3954,"708 Richards St, Vancouver, BC",49.2810229,-123.1164129,POINT (-123.1164129 49.2810229)
3955,"UNIT 210 -- 707 E 20th Ave, Vancouver, BC",49.253121,-123.0894924,POINT (-123.0894924 49.253121)
3956,"UNIT 209 -- 707 E 20th Ave, Vancouver, BC",49.253121,-123.0894924,POINT (-123.0894924 49.253121)
3957,"Sophia St, Vancouver, BC",49.2404598,-123.0988231,POINT (-123.0988231 49.2404598)
3958,"706 Cambie St, Vancouver, BC",49.2792261,-123.1133539,POINT (-123.1133539 49.2792261)
3959,"706 Seymour St, Vancouver, BC",49.2817243,-123.1172236,POINT (-123.1172236 49.2817243)
3960,"705 Union St, Vancouver, BC",49.2775131,-123.0893736,POINT (-123.0893736 49.2775131)
3961,"705 Nelson St, Vancouver, BC",49.2794367,-123.123253,POINT (-123.123253 49.2794367)
3962,"705 Homer St, Vancouver, BC",49.2805449,-123.1153211,POINT (-123.1153211 49.2805449)
3963,"705 Alexander St, Vancouver, BC",49.2839411,-123.0893308,POINT (-123.0893308 49.2839411)
3964,"Sawmill Cres, Vancouver, BC",49.2057623,-123.0294214,POINT (-123.0294214 49.2057623)
3965,"704 W 8th Ave, Vancouver, BC",49.2641813,-123.1199654,POINT (-123.1199654 49.2641813)
3967,"Walter Hardwick Ave, Vancouver, BC",49.2709305,-123.1066342,POINT (-123.1066342 49.2709305)
3968,"704 Beatty St, Vancouver, BC",49.2785307,-123.1124601,POINT (-123.1124601 49.2785307)
3969,"704 Richards St, Vancouver, BC",49.2810957,-123.1163021,POINT (-123.1163021 49.2810957)
3970,"UNIT 10 -- 704 W 7th Ave, Vancouver, BC",49.2648011,-123.1202752,POINT (-123.1202752 49.2648011)
3971,"Yew St, Vancouver, BC",49.2473029,-123.1547366,POINT (-123.1547366 49.2473029)
3972,"703 W 14th Ave, Vancouver, BC",49.2586405,-123.1201719,POINT (-123.1201719 49.2586405)
3973,"703 Richards St, Vancouver, BC",49.281191,-123.1162928,POINT (-123.1162928 49.281191)
3974,"703 W 14th Ave, Vancouver, BC",49.2586405,-123.1201719,POINT (-123.1201719 49.2586405)
3975,"River District Crossing, Vancouver, BC",49.204849,-123.0312728,POINT (-123.0312728 49.204849)
3976,"703 Hornby St, Vancouver, BC",49.2835915,-123.1204075,POINT (-123.1204075 49.2835915)
3977,"Cranberry Dr, Vancouver, BC",49.262053,-123.1536492,POINT (-123.1536492 49.262053)
3978,"703 Nelson St, Vancouver, BC",49.2793667,-123.1231466,POINT (-123.1231466 49.2793667)
3979,"702 Beach Ave, Vancouver, BC",49.2741569,-123.1309534,POINT (-123.1309534 49.2741569)
3980,"Sophia St, Vancouver, BC",49.2404598,-123.0988231,POINT (-123.0988231 49.2404598)
3981,"Oben St, Vancouver, BC",49.2341296,-123.0270082,POINT (-123.0270082 49.2341296)
3983,"UNIT 702 -- 689 Abbott St, Vancouver, BC",49.2787828,-123.1076945,POINT (-123.1076945 49.2787828)
3984,"UNIT 1501 -- 689 Abbott St, Vancouver, BC",49.2787828,-123.1076945,POINT (-123.1076945 49.2787828)
3985,"UNIT 3203 -- 688 Abbott St, Vancouver, BC",49.2788478,-123.107584,POINT (-123.107584 49.2788478)
3986,"UNIT 301 -- 688 E 17th Ave, Vancouver, BC",49.2552167,-123.0903774,POINT (-123.0903774 49.2552167)
3987,"UNIT 3305 -- 688 Abbott St, Vancouver, BC",49.2788478,-123.107584,POINT (-123.107584 49.2788478)
3988,"UNIT 203 -- 688 E 18th Ave, Vancouver, BC",49.2544609,-123.0904111,POINT (-123.0904111 49.2544609)
3989,"UNIT 212 -- 688 E 16th Ave, Vancouver, BC",49.2561962,-123.0909616,POINT (-123.0909616 49.2561962)
3990,"UNIT 101 -- 688 E 16th Ave, Vancouver, BC",49.2561962,-123.0909616,POINT (-123.0909616 49.2561962)
3991,"UNIT 106 -- 688 E 16th Ave, Vancouver, BC",49.2561962,-123.0909616,POINT (-123.0909616 49.2561962)
3992,"UNIT 215 -- 688 E 17th Ave, Vancouver, BC",49.2552167,-123.0903774,POINT (-123.0903774 49.2552167)
3993,"UNIT 2808 -- 688 Abbott St, Vancouver, BC",49.2788478,-123.107584,POINT (-123.107584 49.2788478)
3994,"UNIT 308 -- 688 E 17th Ave, Vancouver, BC",49.2552167,-123.0903774,POINT (-123.0903774 49.2552167)
3995,"UNIT 211 -- 688 E 19th Ave, Vancouver, BC",49.25348,-123.0904451,POINT (-123.0904451 49.25348)
3996,"UNIT 302 -- 688 Fairchild Rd, Vancouver, BC",49.230823,-123.1205571,POINT (-123.1205571 49.230823)
3997,"UNIT 303 -- 688 E 19th Ave, Vancouver, BC",49.25348,-123.0904451,POINT (-123.0904451 49.25348)
3998,"UNIT 302 -- 683 E 27th Ave, Vancouver, BC",49.2467549,-123.0905784,POINT (-123.0905784 49.2467549)
3999,"UNIT 301 -- 683 E 27th Ave, Vancouver, BC",49.2467549,-123.0905784,POINT (-123.0905784 49.2467549)
4000,"UNIT 306 -- 680 W 7th Ave, Vancouver, BC",49.2650207,-123.1194902,POINT (-123.1194902 49.2650207)
4001,"UNIT 212 -- 680 E 5th Ave, Vancouver, BC",49.2658711,-123.0896542,POINT (-123.0896542 49.2658711)
4002,"680 W 16th Ave, Vancouver, BC",49.2569382,-123.1194343,POINT (-123.1194343 49.2569382)
4003,"UNIT 602 -- 677 W 41st Ave, Vancouver, BC",49.2337903,-123.1204854,POINT (-123.1204854 49.2337903)
4004,"UNIT 101 -- 677 W 41st Ave, Vancouver, BC",49.2337903,-123.1204854,POINT (-123.1204854 49.2337903)
4005,"UNIT 223 -- 676 W 6th Ave, Vancouver, BC",49.2658345,-123.1191479,POINT (-123.1191479 49.2658345)
4006,"UNIT 304 -- 674 W 17th Ave, Vancouver, BC",49.2558279,-123.1198706,POINT (-123.1198706 49.2558279)
4007,"UNIT 2602 -- 668 Citadel Parade, Vancouver, BC",49.2784003,-123.1107731,POINT (-123.1107731 49.2784003)
4008,"UNIT 3805 -- 667 Howe St, Vancouver, BC",49.2837011,-123.1190327,POINT (-123.1190327 49.2837011)
4009,"UNIT 1703 -- 667 Howe St, Vancouver, BC",49.2837011,-123.1190327,POINT (-123.1190327 49.2837011)
4010,"UNIT 4402 -- 667 Howe St, Vancouver, BC",49.2837011,-123.1190327,POINT (-123.1190327 49.2837011)
4011,"UNIT 427 -- 665 E 6th Ave, Vancouver, BC",49.2654823,-123.0895961,POINT (-123.0895961 49.2654823)
4012,"UNIT 103 -- 665 E 6th Ave, Vancouver, BC",49.2654823,-123.0895961,POINT (-123.0895961 49.2654823)
4013,"UNIT 202 -- 663 Gore Ave, Vancouver, BC",49.2788522,-123.0974011,POINT (-123.0974011 49.2788522)
4014,"UNIT 201 -- 659 E 8th Ave, Vancouver, BC",49.2637021,-123.0897216,POINT (-123.0897216 49.2637021)
4015,"UNIT 303 -- 659 E 8th Ave, Vancouver, BC",49.2637021,-123.0897216,POINT (-123.0897216 49.2637021)
4016,"UNIT 301 -- 659 E 8th Ave, Vancouver, BC",49.2637021,-123.0897216,POINT (-123.0897216 49.2637021)
4017,"UNIT 205 -- 658 W 7th Ave, Vancouver, BC",49.2648077,-123.1191757,POINT (-123.1191757 49.2648077)
4018,"UNIT 301 -- 658 W 7th Ave, Vancouver, BC",49.2648077,-123.1191757,POINT (-123.1191757 49.2648077)
4019,"UNIT 204 -- 655 W 7th Ave, Vancouver, BC",49.2652789,-123.1189404,POINT (-123.1189404 49.2652789)
4020,"UNIT 309 -- 655 W 13th Ave, Vancouver, BC",49.2597634,-123.1188296,POINT (-123.1188296 49.2597634)
4021,"UNIT 209 -- 643 W 7th Ave, Vancouver, BC",49.2650746,-123.1186296,POINT (-123.1186296 49.2650746)
4022,"UNIT 102 -- 642 E 7th Ave, Vancouver, BC",49.2640984,-123.0900539,POINT (-123.0900539 49.2640984)
4023,"UNIT 105 -- 642 E 7th Ave, Vancouver, BC",49.2640984,-123.0900539,POINT (-123.0900539 49.2640984)
4024,"UNIT 202 -- 642 E 7th Ave, Vancouver, BC",49.2640984,-123.0900539,POINT (-123.0900539 49.2640984)
4025,"UNIT 1903 -- 638 Beach Cres, Vancouver, BC",49.2731512,-123.1304332,POINT (-123.1304332 49.2731512)
4026,"UNIT 309 -- 638 W 7th Ave, Vancouver, BC",49.2647612,-123.118107,POINT (-123.118107 49.2647612)
4027,"UNIT 115 -- 638 W 45th Ave, Vancouver, BC",49.2298904,-123.1195811,POINT (-123.1195811 49.2298904)
4028,"UNIT 28 -- 638 W 6th Ave, Vancouver, BC",49.2658289,-123.118373,POINT (-123.118373 49.2658289)
4029,"UNIT 1902 -- 638 Beach Cres, Vancouver, BC",49.2731512,-123.1304332,POINT (-123.1304332 49.2731512)
4030,"UNIT 1702 -- 638 Beach Cres, Vancouver, BC",49.2731512,-123.1304332,POINT (-123.1304332 49.2731512)
4031,"UNIT 1601 -- 638 Beach Cres, Vancouver, BC",49.2731512,-123.1304332,POINT (-123.1304332 49.2731512)
4032,"UNIT 609 -- 633 Abbott St, Vancouver, BC",49.2793504,-123.1076884,POINT (-123.1076884 49.2793504)
4033,"UNIT 703 -- 633 Kinghorne Mews, Vancouver, BC",49.2732471,-123.1311037,POINT (-123.1311037 49.2732471)
4034,"UNIT 203 -- 630 E Broadway, Vancouver, BC",49.2621793,-123.0903666,POINT (-123.0903666 49.2621793)
4035,"UNIT 105 -- 629 W 7th Ave, Vancouver, BC",49.2650667,-123.1182526,POINT (-123.1182526 49.2650667)
4036,"UNIT N103 -- 628 W 13th Ave, Vancouver, BC",49.2591315,-123.118443,POINT (-123.118443 49.2591315)
4037,"UNIT N204 -- 628 W 13th Ave, Vancouver, BC",49.2591315,-123.118443,POINT (-123.118443 49.2591315)
4038,"UNIT E108 -- 628 W 12th Ave, Vancouver, BC",49.260159,-123.118805,POINT (-123.118805 49.260159)
4039,"628 Union St, Vancouver, BC",49.277237,-123.0909335,POINT (-123.0909335 49.277237)
4040,"UNIT N201 -- 628 W 13th Ave, Vancouver, BC",49.2591315,-123.118443,POINT (-123.118443 49.2591315)
4042,"UNIT 311 -- 621 E 6th Ave, Vancouver, BC",49.2654876,-123.0904613,POINT (-123.0904613 49.2654876)
4043,"UNIT 310 -- 621 E 6th Ave, Vancouver, BC",49.2654876,-123.0904613,POINT (-123.0904613 49.2654876)
4044,"UNIT 211 -- 621 E 6th Ave, Vancouver, BC",49.2654876,-123.0904613,POINT (-123.0904613 49.2654876)
4045,"Sawmill Cres, Vancouver, BC",49.2057623,-123.0294214,POINT (-123.0294214 49.2057623)
4046,"UNIT 502 -- 618 Abbott St, Vancouver, BC",49.2791561,-123.1070431,POINT (-123.1070431 49.2791561)
4047,"616 Moberly Rd, Vancouver, BC",49.2668152,-123.1187972,POINT (-123.1187972 49.2668152)
4048,"615 E 6th Ave, Vancouver, BC",49.2652827,-123.0906175,POINT (-123.0906175 49.2652827)
4049,"Sawmill Cres, Vancouver, BC",49.2057623,-123.0294214,POINT (-123.0294214 49.2057623)
4050,"613 W 57th Ave, Vancouver, BC",49.2191129,-123.1188778,POINT (-123.1188778 49.2191129)
4051,"Sawmill Cres, Vancouver, BC",49.2057623,-123.0294214,POINT (-123.0294214 49.2057623)
4052,"611 Boundary Rd, Vancouver, BC",49.2784499,-123.0236988,POINT (-123.0236988 49.2784499)
4053,"611 Smithe St, Vancouver, BC",49.2799053,-123.120721,POINT (-123.120721 49.2799053)
4054,"Knight St, Vancouver, BC",49.235281,-123.0769749,POINT (-123.0769749 49.235281)
4055,"Marpole Ave, Vancouver, BC",49.2560877,-123.1399001,POINT (-123.1399001 49.2560877)
4056,"UNIT 2804 -- 610 Granville St, Vancouver, BC",49.2831223,-123.1165811,POINT (-123.1165811 49.2831223)
4057,"UNIT 1506 -- 610 Granville St, Vancouver, BC",49.2831223,-123.1165811,POINT (-123.1165811 49.2831223)
4058,"610 Granville St, Vancouver, BC",49.2831223,-123.1165811,POINT (-123.1165811 49.2831223)
4059,"UNIT 607 -- 610 Granville St, Vancouver, BC",49.2831223,-123.1165811,POINT (-123.1165811 49.2831223)
4061,"UNIT 1002 -- 610 Granville St, Vancouver, BC",49.2831223,-123.1165811,POINT (-123.1165811 49.2831223)
4062,"610 W Hastings St, Vancouver, BC",49.2848071,-123.1131984,POINT (-123.1131984 49.2848071)
4063,"610 Alexander St, Vancouver, BC",49.2836781,-123.0909692,POINT (-123.0909692 49.2836781)
4064,"609 Alexander St, Vancouver, BC",49.2839871,-123.0916495,POINT (-123.0916495 49.2839871)
4065,"609 Alexander St, Vancouver, BC",49.2839871,-123.0916495,POINT (-123.0916495 49.2839871)
4066,"Prince Edward St, Vancouver, BC",49.2373211,-123.0970311,POINT (-123.0970311 49.2373211)
4067,"Riverwalk Ave, Vancouver, BC",49.2059299,-123.0404307,POINT (-123.0404307 49.2059299)
4068,"608 Cambie St, Vancouver, BC",49.2800099,-123.1121955,POINT (-123.1121955 49.2800099)
4071,"607 E 6th Ave, Vancouver, BC",49.2652857,-123.0908083,POINT (-123.0908083 49.2652857)
4072,"606 Nelson St, Vancouver, BC",49.2786334,-123.1221312,POINT (-123.1221312 49.2786334)
4073,"606 E 8th Ave, Vancouver, BC",49.2631754,-123.0905651,POINT (-123.0905651 49.2631754)
4075,"Pennyfarthing Dr, Vancouver, BC",49.2724047,-123.1419834,POINT (-123.1419834 49.2724047)
4076,"606 Howe St, Vancouver, BC",49.2841637,-123.1174767,POINT (-123.1174767 49.2841637)
4077,"606 E Pender St, Vancouver, BC",49.2801945,-123.091358,POINT (-123.091358 49.2801945)
4078,"606 Homer St, Vancouver, BC",49.2816138,-123.1135767,POINT (-123.1135767 49.2816138)
4079,"605 Cambie St, Vancouver, BC",49.280458,-123.1116686,POINT (-123.1116686 49.280458)
4080,"605 Hornby St, Vancouver, BC",49.2848548,-123.1184794,POINT (-123.1184794 49.2848548)
4081,"605 Davie St, Vancouver, BC",49.27657,-123.1252259,POINT (-123.1252259 49.27657)
4082,"605 Great Northern Way, Vancouver, BC",49.2668374,-123.0896557,POINT (-123.0896557 49.2668374)
4083,"604 Burrard St, Vancouver, BC",49.285465,-123.119405,POINT (-123.119405 49.285465)
4084,"Alberni St, Vancouver, BC",49.2893622,-123.1300332,POINT (-123.1300332 49.2893622)
4086,"604 E 11th Ave, Vancouver, BC",49.2606051,-123.0909207,POINT (-123.0909207 49.2606051)
4087,"604 Beach Cres, Vancouver, BC",49.2734438,-123.1298716,POINT (-123.1298716 49.2734438)
4088,"603 Howe St, Vancouver, BC",49.2842601,-123.1174639,POINT (-123.1174639 49.2842601)
4089,"603 Chilco St, Vancouver, BC",49.2940989,-123.1373498,POINT (-123.1373498 49.2940989)
4090,"603 Richards St, Vancouver, BC",49.2823372,-123.1145682,POINT (-123.1145682 49.2823372)
4091,"603 Kingsway, Vancouver, BC",49.2574179,-123.0915168,POINT (-123.0915168 49.2574179)
4092,"603 Beatty St, Vancouver, BC",49.2798175,-123.1106394,POINT (-123.1106394 49.2798175)
4093,"Ormidale St, Vancouver, BC",49.2322376,-123.0248435,POINT (-123.0248435 49.2322376)
4094,"602 W 14th Ave, Vancouver, BC",49.2587538,-123.1178098,POINT (-123.1178098 49.2587538)
4095,"UNIT 1903 -- 602 Citadel Parade, Vancouver, BC",49.2790867,-123.1101669,POINT (-123.1101669 49.2790867)
4098,"UNIT 3108 -- 602 Citadel Parade, Vancouver, BC",49.2790867,-123.1101669,POINT (-123.1101669 49.2790867)
4099,"UNIT 1607 -- 602 Citadel Parade, Vancouver, BC",49.2790867,-123.1101669,POINT (-123.1101669 49.2790867)
4100,"602 W Georgia St, Vancouver, BC",49.2818991,-123.1173773,POINT (-123.1173773 49.2818991)
4101,"UNIT 3506 -- 602 Citadel Parade, Vancouver, BC",49.2790867,-123.1101669,POINT (-123.1101669 49.2790867)
4102,"UNIT 2906 -- 602 Citadel Parade, Vancouver, BC",49.2790867,-123.1101669,POINT (-123.1101669 49.2790867)
4103,"UNIT 2209 -- 602 Citadel Parade, Vancouver, BC",49.2790867,-123.1101669,POINT (-123.1101669 49.2790867)
4104,"UNIT 503 -- 602 Citadel Parade, Vancouver, BC",49.2790867,-123.1101669,POINT (-123.1101669 49.2790867)
4105,"602 W Hastings St, Vancouver, BC",49.2846321,-123.1134223,POINT (-123.1134223 49.2846321)
4106,"UNIT 1105 -- 602 Citadel Parade, Vancouver, BC",49.2790867,-123.1101669,POINT (-123.1101669 49.2790867)
4107,"601 Nanaimo St, Vancouver, BC",49.2790497,-123.0566436,POINT (-123.0566436 49.2790497)
4109,"Frances St, Vancouver, BC",49.2794122,-123.0729223,POINT (-123.0729223 49.2794122)
4111,"601 W Georgia St, Vancouver, BC",49.2819749,-123.1172404,POINT (-123.1172404 49.2819749)
4112,"601 Cambie St, Vancouver, BC",49.2804877,-123.1116249,POINT (-123.1116249 49.2804877)
4113,"Alberni St, Vancouver, BC",49.2893622,-123.1300332,POINT (-123.1300332 49.2893622)
4114,"Nunavut Lane, Vancouver, BC",49.2114359,-123.1162108,POINT (-123.1162108 49.2114359)
4115,"UNIT 1901 -- 590 Nicola St, Vancouver, BC",49.2901495,-123.1287849,POINT (-123.1287849 49.2901495)
4116,"UNIT 1403 -- 590 Nicola St, Vancouver, BC",49.2901495,-123.1287849,POINT (-123.1287849 49.2901495)
4117,"UNIT 406 -- 590 Nicola St, Vancouver, BC",49.2901495,-123.1287849,POINT (-123.1287849 49.2901495)
4118,"UNIT 404 -- 590 Nicola St, Vancouver, BC",49.2901495,-123.1287849,POINT (-123.1287849 49.2901495)
4119,"UNIT 1602 -- 590 Nicola St, Vancouver, BC",49.2901495,-123.1287849,POINT (-123.1287849 49.2901495)
4120,"UNIT 504 -- 590 Nicola St, Vancouver, BC",49.2901495,-123.1287849,POINT (-123.1287849 49.2901495)
4121,"UNIT 1601 -- 590 Nicola St, Vancouver, BC",49.2901495,-123.1287849,POINT (-123.1287849 49.2901495)
4122,"UNIT 1801 -- 590 Nicola St, Vancouver, BC",49.2901495,-123.1287849,POINT (-123.1287849 49.2901495)
4123,"UNIT 2202 -- 588 Broughton St, Vancouver, BC",49.2894972,-123.1263013,POINT (-123.1263013 49.2894972)
4124,"UNIT 907 -- 588 Broughton St, Vancouver, BC",49.2894972,-123.1263013,POINT (-123.1263013 49.2894972)
